Tanggal;Prov;Provinsi;Running Sum of divaksin2 (ribu);divaksin2 (ribu)
13/04/2021 00.00.00;Maluku Utara;Maluku Utara;14,753;0,244
14/04/2021 00.00.00;Maluku Utara;Maluku Utara;14,994;0,241
15/04/2021 00.00.00;Maluku Utara;Maluku Utara;15,165;0,171
16/04/2021 00.00.00;Maluku Utara;Maluku Utara;15,365;0,2
17/04/2021 00.00.00;Maluku Utara;Maluku Utara;15,398;0,033
18/04/2021 00.00.00;Maluku Utara;Maluku Utara;15,398;0
19/04/2021 00.00.00;Maluku Utara;Maluku Utara;15,752;0,354
20/04/2021 00.00.00;Maluku Utara;Maluku Utara;16,077;0,325
21/04/2021 00.00.00;Maluku Utara;Maluku Utara;16,434;0,357
22/04/2021 00.00.00;Maluku Utara;Maluku Utara;16,822;0,388
23/04/2021 00.00.00;Maluku Utara;Maluku Utara;17,134;0,312
24/04/2021 00.00.00;Maluku Utara;Maluku Utara;17,27;0,136
25/04/2021 00.00.00;Maluku Utara;Maluku Utara;17,286;0,016
26/04/2021 00.00.00;Maluku Utara;Maluku Utara;17,699;0,413
27/04/2021 00.00.00;Maluku Utara;Maluku Utara;18,04;0,341
28/04/2021 00.00.00;Maluku Utara;Maluku Utara;18,332;0,292
29/04/2021 00.00.00;Maluku Utara;Maluku Utara;18,709;0,377
30/04/2021 00.00.00;Maluku Utara;Maluku Utara;18,874;0,165
01/05/2021 00.00.00;Maluku Utara;Maluku Utara;18,939;0,065
02/05/2021 00.00.00;Maluku Utara;Maluku Utara;18,944;0,005
03/05/2021 00.00.00;Maluku Utara;Maluku Utara;19,218;0,274
04/05/2021 00.00.00;Maluku Utara;Maluku Utara;19,642;0,424
05/05/2021 00.00.00;Maluku Utara;Maluku Utara;20,152;0,51
06/05/2021 00.00.00;Maluku Utara;Maluku Utara;20,61;0,458
07/05/2021 00.00.00;Maluku Utara;Maluku Utara;21,056;0,446
08/05/2021 00.00.00;Maluku Utara;Maluku Utara;21,251;0,195
09/05/2021 00.00.00;Maluku Utara;Maluku Utara;21,258;0,007
10/05/2021 00.00.00;Maluku Utara;Maluku Utara;21,671;0,413
11/05/2021 00.00.00;Maluku Utara;Maluku Utara;21,986;0,315
12/05/2021 00.00.00;Maluku Utara;Maluku Utara;22,034;0,048
13/05/2021 00.00.00;Maluku Utara;Maluku Utara;22,038;0,004
14/05/2021 00.00.00;Maluku Utara;Maluku Utara;22,053;0,015
15/05/2021 00.00.00;Maluku Utara;Maluku Utara;22,077;0,024
16/05/2021 00.00.00;Maluku Utara;Maluku Utara;22,079;0,002
17/05/2021 00.00.00;Maluku Utara;Maluku Utara;22,411;0,332
18/05/2021 00.00.00;Maluku Utara;Maluku Utara;22,706;0,295
19/05/2021 00.00.00;Maluku Utara;Maluku Utara;23,013;0,307
20/05/2021 00.00.00;Maluku Utara;Maluku Utara;23,228;0,215
21/05/2021 00.00.00;Maluku Utara;Maluku Utara;23,396;0,168
22/05/2021 00.00.00;Maluku Utara;Maluku Utara;23,491;0,095
23/05/2021 00.00.00;Maluku Utara;Maluku Utara;23,513;0,022
24/05/2021 00.00.00;Maluku Utara;Maluku Utara;23,733;0,22
25/05/2021 00.00.00;Maluku Utara;Maluku Utara;24,187;0,454
26/05/2021 00.00.00;Maluku Utara;Maluku Utara;24,254;0,067
27/05/2021 00.00.00;Maluku Utara;Maluku Utara;24,545;0,291
28/05/2021 00.00.00;Maluku Utara;Maluku Utara;24,767;0,222
29/05/2021 00.00.00;Maluku Utara;Maluku Utara;24,916;0,149
30/05/2021 00.00.00;Maluku Utara;Maluku Utara;25,018;0,102
31/05/2021 00.00.00;Maluku Utara;Maluku Utara;25,273;0,255
01/06/2021 00.00.00;Maluku Utara;Maluku Utara;25,319;0,046
02/06/2021 00.00.00;Maluku Utara;Maluku Utara;25,784;0,465
03/06/2021 00.00.00;Maluku Utara;Maluku Utara;26,046;0,262
04/06/2021 00.00.00;Maluku Utara;Maluku Utara;26,17;0,124
05/06/2021 00.00.00;Maluku Utara;Maluku Utara;26,354;0,184
06/06/2021 00.00.00;Maluku Utara;Maluku Utara;26,378;0,024
07/06/2021 00.00.00;Maluku Utara;Maluku Utara;26,561;0,183
08/06/2021 00.00.00;Maluku Utara;Maluku Utara;26,753;0,192
09/06/2021 00.00.00;Maluku Utara;Maluku Utara;26,823;0,07
10/06/2021 00.00.00;Maluku Utara;Maluku Utara;26,958;0,135
11/06/2021 00.00.00;Maluku Utara;Maluku Utara;27,341;0,383
12/06/2021 00.00.00;Maluku Utara;Maluku Utara;27,839;0,498
13/06/2021 00.00.00;Maluku Utara;Maluku Utara;28,22;0,381
14/06/2021 00.00.00;Maluku Utara;Maluku Utara;28,65;0,43
15/06/2021 00.00.00;Maluku Utara;Maluku Utara;29,13;0,48
16/06/2021 00.00.00;Maluku Utara;Maluku Utara;29,624;0,494
17/06/2021 00.00.00;Maluku Utara;Maluku Utara;30,232;0,608
18/06/2021 00.00.00;Maluku Utara;Maluku Utara;30,492;0,26
19/06/2021 00.00.00;Maluku Utara;Maluku Utara;30,585;0,093
20/06/2021 00.00.00;Maluku Utara;Maluku Utara;30,675;0,09
21/06/2021 00.00.00;Maluku Utara;Maluku Utara;30,851;0,176
22/06/2021 00.00.00;Maluku Utara;Maluku Utara;31,253;0,402
23/06/2021 00.00.00;Maluku Utara;Maluku Utara;31,481;0,228
24/06/2021 00.00.00;Maluku Utara;Maluku Utara;32,044;0,563
25/06/2021 00.00.00;Maluku Utara;Maluku Utara;32,32;0,276
26/06/2021 00.00.00;Maluku Utara;Maluku Utara;32,874;0,554
27/06/2021 00.00.00;Maluku Utara;Maluku Utara;33,024;0,15
28/06/2021 00.00.00;Maluku Utara;Maluku Utara;33,504;0,48
29/06/2021 00.00.00;Maluku Utara;Maluku Utara;33,794;0,29
30/06/2021 00.00.00;Maluku Utara;Maluku Utara;34,247;0,453
01/07/2021 00.00.00;Maluku Utara;Maluku Utara;34,754;0,507
02/07/2021 00.00.00;Maluku Utara;Maluku Utara;35,13;0,376
03/07/2021 00.00.00;Maluku Utara;Maluku Utara;35,68;0,55
04/07/2021 00.00.00;Maluku Utara;Maluku Utara;35,704;0,024
05/07/2021 00.00.00;Maluku Utara;Maluku Utara;36,137;0,433
06/07/2021 00.00.00;Maluku Utara;Maluku Utara;36,612;0,475
07/07/2021 00.00.00;Maluku Utara;Maluku Utara;37,188;0,576
08/07/2021 00.00.00;Maluku Utara;Maluku Utara;37,681;0,493
09/07/2021 00.00.00;Maluku Utara;Maluku Utara;38,008;0,327
10/07/2021 00.00.00;Maluku Utara;Maluku Utara;38,385;0,377
11/07/2021 00.00.00;Maluku Utara;Maluku Utara;38,439;0,054
12/07/2021 00.00.00;Maluku Utara;Maluku Utara;38,981;0,542
13/07/2021 00.00.00;Maluku Utara;Maluku Utara;39,708;0,727
14/07/2021 00.00.00;Maluku Utara;Maluku Utara;40,738;1,03
15/07/2021 00.00.00;Maluku Utara;Maluku Utara;41,503;0,765
16/07/2021 00.00.00;Maluku Utara;Maluku Utara;42,018;0,515
17/07/2021 00.00.00;Maluku Utara;Maluku Utara;42,46;0,442
18/07/2021 00.00.00;Maluku Utara;Maluku Utara;42,555;0,095
19/07/2021 00.00.00;Maluku Utara;Maluku Utara;42,986;0,431
20/07/2021 00.00.00;Maluku Utara;Maluku Utara;43,081;0,095
21/07/2021 00.00.00;Maluku Utara;Maluku Utara;43,372;0,291
22/07/2021 00.00.00;Maluku Utara;Maluku Utara;44,028;0,656
23/07/2021 00.00.00;Maluku Utara;Maluku Utara;44,491;0,463
24/07/2021 00.00.00;Maluku Utara;Maluku Utara;46,199;1,708
25/07/2021 00.00.00;Maluku Utara;Maluku Utara;46,362;0,163
26/07/2021 00.00.00;Maluku Utara;Maluku Utara;47,73;1,368
27/07/2021 00.00.00;Maluku Utara;Maluku Utara;48,918;1,188
28/07/2021 00.00.00;Maluku Utara;Maluku Utara;50,513;1,595
29/07/2021 00.00.00;Maluku Utara;Maluku Utara;51,701;1,188
30/07/2021 00.00.00;Maluku Utara;Maluku Utara;52,722;1,021
31/07/2021 00.00.00;Maluku Utara;Maluku Utara;53,735;1,013
01/08/2021 00.00.00;Maluku Utara;Maluku Utara;54,204;0,469
02/08/2021 00.00.00;Maluku Utara;Maluku Utara;55,731;1,527
03/08/2021 00.00.00;Maluku Utara;Maluku Utara;57,532;1,801
04/08/2021 00.00.00;Maluku Utara;Maluku Utara;58,654;1,122
05/08/2021 00.00.00;Maluku Utara;Maluku Utara;60,442;1,788
06/08/2021 00.00.00;Maluku Utara;Maluku Utara;61,992;1,55
07/08/2021 00.00.00;Maluku Utara;Maluku Utara;63,345;1,353
08/08/2021 00.00.00;Maluku Utara;Maluku Utara;63,785;0,44
09/08/2021 00.00.00;Maluku Utara;Maluku Utara;65,51;1,725
10/08/2021 00.00.00;Maluku Utara;Maluku Utara;67,065;1,555
11/08/2021 00.00.00;Maluku Utara;Maluku Utara;68,084;1,019
12/08/2021 00.00.00;Maluku Utara;Maluku Utara;70,374;2,29
13/08/2021 00.00.00;Maluku Utara;Maluku Utara;71,738;1,364
14/08/2021 00.00.00;Maluku Utara;Maluku Utara;73,429;1,691
15/08/2021 00.00.00;Maluku Utara;Maluku Utara;74,233;0,804
16/08/2021 00.00.00;Maluku Utara;Maluku Utara;76,362;2,129
17/08/2021 00.00.00;Maluku Utara;Maluku Utara;76,825;0,463
18/08/2021 00.00.00;Maluku Utara;Maluku Utara;78,038;1,213
19/08/2021 00.00.00;Maluku Utara;Maluku Utara;79,37;1,332
20/08/2021 00.00.00;Maluku Utara;Maluku Utara;80,623;1,253
21/08/2021 00.00.00;Maluku Utara;Maluku Utara;82,02;1,397
22/08/2021 00.00.00;Maluku Utara;Maluku Utara;82,513;0,493
23/08/2021 00.00.00;Maluku Utara;Maluku Utara;83,866;1,353
24/08/2021 00.00.00;Maluku Utara;Maluku Utara;85,413;1,547
25/08/2021 00.00.00;Maluku Utara;Maluku Utara;86,611;1,198
26/08/2021 00.00.00;Maluku Utara;Maluku Utara;88,17;1,559
27/08/2021 00.00.00;Maluku Utara;Maluku Utara;89,271;1,101
28/08/2021 00.00.00;Maluku Utara;Maluku Utara;90,5;1,229
29/08/2021 00.00.00;Maluku Utara;Maluku Utara;90,76;0,26
30/08/2021 00.00.00;Maluku Utara;Maluku Utara;91,88;1,12
31/08/2021 00.00.00;Maluku Utara;Maluku Utara;92,817;0,937
01/09/2021 00.00.00;Maluku Utara;Maluku Utara;93,534;0,717
02/09/2021 00.00.00;Maluku Utara;Maluku Utara;94,452;0,918
03/09/2021 00.00.00;Maluku Utara;Maluku Utara;95,375;0,923
04/09/2021 00.00.00;Maluku Utara;Maluku Utara;96,459;1,084
05/09/2021 00.00.00;Maluku Utara;Maluku Utara;96,648;0,189
06/09/2021 00.00.00;Maluku Utara;Maluku Utara;97,924;1,276
07/09/2021 00.00.00;Maluku Utara;Maluku Utara;99,055;1,131
08/09/2021 00.00.00;Maluku Utara;Maluku Utara;100,07;1,015
09/09/2021 00.00.00;Maluku Utara;Maluku Utara;101,388;1,318
10/09/2021 00.00.00;Maluku Utara;Maluku Utara;102,625;1,237
11/09/2021 00.00.00;Maluku Utara;Maluku Utara;103,749;1,124
12/09/2021 00.00.00;Maluku Utara;Maluku Utara;104,073;0,324
13/09/2021 00.00.00;Maluku Utara;Maluku Utara;105,808;1,735
14/09/2021 00.00.00;Maluku Utara;Maluku Utara;107,409;1,601
15/09/2021 00.00.00;Maluku Utara;Maluku Utara;109,117;1,708
16/09/2021 00.00.00;Maluku Utara;Maluku Utara;110,812;1,695
17/09/2021 00.00.00;Maluku Utara;Maluku Utara;111,977;1,165
18/09/2021 00.00.00;Maluku Utara;Maluku Utara;114,032;2,055
19/09/2021 00.00.00;Maluku Utara;Maluku Utara;114,625;0,593
20/09/2021 00.00.00;Maluku Utara;Maluku Utara;115,966;1,341
21/09/2021 00.00.00;Maluku Utara;Maluku Utara;117,789;1,823
22/09/2021 00.00.00;Maluku Utara;Maluku Utara;119,225;1,436
23/09/2021 00.00.00;Maluku Utara;Maluku Utara;120,651;1,426
24/09/2021 00.00.00;Maluku Utara;Maluku Utara;121,715;1,064
25/09/2021 00.00.00;Maluku Utara;Maluku Utara;122,727;1,012
26/09/2021 00.00.00;Maluku Utara;Maluku Utara;123,165;0,438
27/09/2021 00.00.00;Maluku Utara;Maluku Utara;124,521;1,356
28/09/2021 00.00.00;Maluku Utara;Maluku Utara;125,961;1,44
29/09/2021 00.00.00;Maluku Utara;Maluku Utara;127,399;1,438
30/09/2021 00.00.00;Maluku Utara;Maluku Utara;128,627;1,228
01/10/2021 00.00.00;Maluku Utara;Maluku Utara;129,624;0,997
02/10/2021 00.00.00;Maluku Utara;Maluku Utara;130,926;1,302
03/10/2021 00.00.00;Maluku Utara;Maluku Utara;131,524;0,598
04/10/2021 00.00.00;Maluku Utara;Maluku Utara;133,115;1,591
05/10/2021 00.00.00;Maluku Utara;Maluku Utara;135,019;1,904
06/10/2021 00.00.00;Maluku Utara;Maluku Utara;136,604;1,585
07/10/2021 00.00.00;Maluku Utara;Maluku Utara;138,547;1,943
08/10/2021 00.00.00;Maluku Utara;Maluku Utara;140,112;1,565
09/10/2021 00.00.00;Maluku Utara;Maluku Utara;141,849;1,737
10/10/2021 00.00.00;Maluku Utara;Maluku Utara;142,412;0,563
11/10/2021 00.00.00;Maluku Utara;Maluku Utara;144,977;2,565
12/10/2021 00.00.00;Maluku Utara;Maluku Utara;147,266;2,289
13/10/2021 00.00.00;Maluku Utara;Maluku Utara;149,858;2,592
14/10/2021 00.00.00;Maluku Utara;Maluku Utara;152,701;2,843
15/10/2021 00.00.00;Maluku Utara;Maluku Utara;155,041;2,34
16/10/2021 00.00.00;Maluku Utara;Maluku Utara;157,814;2,773
17/10/2021 00.00.00;Maluku Utara;Maluku Utara;158,473;0,659
18/10/2021 00.00.00;Maluku Utara;Maluku Utara;161,73;3,257
19/10/2021 00.00.00;Maluku Utara;Maluku Utara;163,694;1,964
20/10/2021 00.00.00;Maluku Utara;Maluku Utara;164,738;1,044
21/10/2021 00.00.00;Maluku Utara;Maluku Utara;167,914;3,176
22/10/2021 00.00.00;Maluku Utara;Maluku Utara;169,879;1,965
23/10/2021 00.00.00;Maluku Utara;Maluku Utara;172,055;2,176
24/10/2021 00.00.00;Maluku Utara;Maluku Utara;172,522;0,467
25/10/2021 00.00.00;Maluku Utara;Maluku Utara;175,359;2,837
26/10/2021 00.00.00;Maluku Utara;Maluku Utara;177,926;2,567
27/10/2021 00.00.00;Maluku Utara;Maluku Utara;180,151;2,225
28/10/2021 00.00.00;Maluku Utara;Maluku Utara;182,553;2,402
29/10/2021 00.00.00;Maluku Utara;Maluku Utara;184,245;1,692
30/10/2021 00.00.00;Maluku Utara;Maluku Utara;186,38;2,135
31/10/2021 00.00.00;Maluku Utara;Maluku Utara;186,726;0,346
01/11/2021 00.00.00;Maluku Utara;Maluku Utara;188,737;2,011
02/11/2021 00.00.00;Maluku Utara;Maluku Utara;191,256;2,519
03/11/2021 00.00.00;Maluku Utara;Maluku Utara;193,583;2,327
04/11/2021 00.00.00;Maluku Utara;Maluku Utara;196,28;2,697000000
05/11/2021 00.00.00;Maluku Utara;Maluku Utara;198,194;1,914
06/11/2021 00.00.00;Maluku Utara;Maluku Utara;200,433;2,239
07/11/2021 00.00.00;Maluku Utara;Maluku Utara;201,212;0,779
08/11/2021 00.00.00;Maluku Utara;Maluku Utara;204,026;2,814
09/11/2021 00.00.00;Maluku Utara;Maluku Utara;206,55;2,524
10/11/2021 00.00.00;Maluku Utara;Maluku Utara;210,023;3,473
11/11/2021 00.00.00;Maluku Utara;Maluku Utara;214,007;3,984
12/11/2021 00.00.00;Maluku Utara;Maluku Utara;215,911;1,904
13/11/2021 00.00.00;Maluku Utara;Maluku Utara;218,398;2,487
14/11/2021 00.00.00;Maluku Utara;Maluku Utara;219,118;0,72
15/11/2021 00.00.00;Maluku Utara;Maluku Utara;222,512;3,394
16/11/2021 00.00.00;Maluku Utara;Maluku Utara;225,173;2,661
17/11/2021 00.00.00;Maluku Utara;Maluku Utara;227,543;2,37
18/11/2021 00.00.00;Maluku Utara;Maluku Utara;230,424;2,881
19/11/2021 00.00.00;Maluku Utara;Maluku Utara;232,043;1,619
20/11/2021 00.00.00;Maluku Utara;Maluku Utara;234,384;2,341
21/11/2021 00.00.00;Maluku Utara;Maluku Utara;235,332;0,948
22/11/2021 00.00.00;Maluku Utara;Maluku Utara;237,756;2,424
23/11/2021 00.00.00;Maluku Utara;Maluku Utara;240,624;2,868
24/11/2021 00.00.00;Maluku Utara;Maluku Utara;242,822;2,198
25/11/2021 00.00.00;Maluku Utara;Maluku Utara;245,031;2,209
26/11/2021 00.00.00;Maluku Utara;Maluku Utara;246,823;1,792
27/11/2021 00.00.00;Maluku Utara;Maluku Utara;249,647;2,824
28/11/2021 00.00.00;Maluku Utara;Maluku Utara;250,121;0,474
29/11/2021 00.00.00;Maluku Utara;Maluku Utara;252,614;2,493
30/11/2021 00.00.00;Maluku Utara;Maluku Utara;254,816;2,202
01/12/2021 00.00.00;Maluku Utara;Maluku Utara;257,38;2,564
02/12/2021 00.00.00;Maluku Utara;Maluku Utara;259,747;2,367
03/12/2021 00.00.00;Maluku Utara;Maluku Utara;261,492;1,745
04/12/2021 00.00.00;Maluku Utara;Maluku Utara;263,909;2,417
05/12/2021 00.00.00;Maluku Utara;Maluku Utara;264,471;0,562
06/12/2021 00.00.00;Maluku Utara;Maluku Utara;266,954;2,483
07/12/2021 00.00.00;Maluku Utara;Maluku Utara;269,367;2,413
08/12/2021 00.00.00;Maluku Utara;Maluku Utara;272,031;2,664
09/12/2021 00.00.00;Maluku Utara;Maluku Utara;275,607;3,576
10/12/2021 00.00.00;Maluku Utara;Maluku Utara;278,606;2,999
11/12/2021 00.00.00;Maluku Utara;Maluku Utara;282,648;4,042
12/12/2021 00.00.00;Maluku Utara;Maluku Utara;283,684;1,036
13/12/2021 00.00.00;Maluku Utara;Maluku Utara;287,097;3,413
14/12/2021 00.00.00;Maluku Utara;Maluku Utara;290,596;3,499
15/12/2021 00.00.00;Maluku Utara;Maluku Utara;293,895;3,299
16/12/2021 00.00.00;Maluku Utara;Maluku Utara;298,165;4,27
17/12/2021 00.00.00;Maluku Utara;Maluku Utara;301,028;2,863
18/12/2021 00.00.00;Maluku Utara;Maluku Utara;304,842;3,814
19/12/2021 00.00.00;Maluku Utara;Maluku Utara;305,771;0,929
20/12/2021 00.00.00;Maluku Utara;Maluku Utara;309,28;3,509
21/12/2021 00.00.00;Maluku Utara;Maluku Utara;312,621;3,341
22/12/2021 00.00.00;Maluku Utara;Maluku Utara;316,704;4,083
23/12/2021 00.00.00;Maluku Utara;Maluku Utara;320,615;3,911
24/12/2021 00.00.00;Maluku Utara;Maluku Utara;323,853;3,238
25/12/2021 00.00.00;Maluku Utara;Maluku Utara;325,97;2,117
26/12/2021 00.00.00;Maluku Utara;Maluku Utara;327,483;1,513
27/12/2021 00.00.00;Maluku Utara;Maluku Utara;331,087;3,604
28/12/2021 00.00.00;Maluku Utara;Maluku Utara;335,411;4,324
29/12/2021 00.00.00;Maluku Utara;Maluku Utara;340,268;4,857
30/12/2021 00.00.00;Maluku Utara;Maluku Utara;344,653;4,385
31/12/2021 00.00.00;Maluku Utara;Maluku Utara;348,044;3,391
01/01/2022 00.00.00;Maluku Utara;Maluku Utara;348,687;0,643
02/01/2022 00.00.00;Maluku Utara;Maluku Utara;349,003;0,316
03/01/2022 00.00.00;Maluku Utara;Maluku Utara;351,03;2,027
04/01/2022 00.00.00;Maluku Utara;Maluku Utara;353,442;2,412
05/01/2022 00.00.00;Maluku Utara;Maluku Utara;356,507;3,065
06/01/2022 00.00.00;Maluku Utara;Maluku Utara;359,582;3,075
07/01/2022 00.00.00;Maluku Utara;Maluku Utara;362,054;2,472
08/01/2022 00.00.00;Maluku Utara;Maluku Utara;364,363;2,309
09/01/2022 00.00.00;Maluku Utara;Maluku Utara;365,1;0,737
10/01/2022 00.00.00;Maluku Utara;Maluku Utara;369,101;4,001
11/01/2022 00.00.00;Maluku Utara;Maluku Utara;371,777;2,676
12/01/2022 00.00.00;Maluku Utara;Maluku Utara;374,528;2,751
13/01/2022 00.00.00;Maluku Utara;Maluku Utara;377,145;2,617
14/01/2022 00.00.00;Maluku Utara;Maluku Utara;379,476;2,331
15/01/2022 00.00.00;Maluku Utara;Maluku Utara;381,097;1,621
16/01/2022 00.00.00;Maluku Utara;Maluku Utara;381,893;0,796
17/01/2022 00.00.00;Maluku Utara;Maluku Utara;384,74;2,847
18/01/2022 00.00.00;Maluku Utara;Maluku Utara;387,945;3,205
19/01/2022 00.00.00;Maluku Utara;Maluku Utara;390,674;2,729
20/01/2022 00.00.00;Maluku Utara;Maluku Utara;393,707;3,033
21/01/2022 00.00.00;Maluku Utara;Maluku Utara;396,212;2,505
22/01/2022 00.00.00;Maluku Utara;Maluku Utara;398,067;1,855
23/01/2022 00.00.00;Maluku Utara;Maluku Utara;398,449;0,382
24/01/2022 00.00.00;Maluku Utara;Maluku Utara;400,716;2,267
25/01/2022 00.00.00;Maluku Utara;Maluku Utara;403,362;2,646
26/01/2022 00.00.00;Maluku Utara;Maluku Utara;406,552;3,19
27/01/2022 00.00.00;Maluku Utara;Maluku Utara;409,729;3,177
28/01/2022 00.00.00;Maluku Utara;Maluku Utara;412,583;2,854
29/01/2022 00.00.00;Maluku Utara;Maluku Utara;414,81;2,227
30/01/2022 00.00.00;Maluku Utara;Maluku Utara;415,901;1,091
31/01/2022 00.00.00;Maluku Utara;Maluku Utara;417,96;2,059
01/02/2022 00.00.00;Maluku Utara;Maluku Utara;418,996;1,036
02/02/2022 00.00.00;Maluku Utara;Maluku Utara;420,98;1,984
03/02/2022 00.00.00;Maluku Utara;Maluku Utara;423,176;2,196
04/02/2022 00.00.00;Maluku Utara;Maluku Utara;424,799;1,623
05/02/2022 00.00.00;Maluku Utara;Maluku Utara;426,012;1,213
06/02/2022 00.00.00;Maluku Utara;Maluku Utara;426,241;0,229
07/02/2022 00.00.00;Maluku Utara;Maluku Utara;428,204;1,963
08/02/2022 00.00.00;Maluku Utara;Maluku Utara;429,913;1,709
09/02/2022 00.00.00;Maluku Utara;Maluku Utara;431,611;1,698
10/02/2022 00.00.00;Maluku Utara;Maluku Utara;433,791;2,18
11/02/2022 00.00.00;Maluku Utara;Maluku Utara;435,421;1,63
12/02/2022 00.00.00;Maluku Utara;Maluku Utara;437,038;1,617
13/02/2022 00.00.00;Maluku Utara;Maluku Utara;437,693;0,655
14/02/2022 00.00.00;Maluku Utara;Maluku Utara;440,168;2,475
15/02/2022 00.00.00;Maluku Utara;Maluku Utara;442,257;2,089
16/02/2022 00.00.00;Maluku Utara;Maluku Utara;443,897;1,64
17/02/2022 00.00.00;Maluku Utara;Maluku Utara;446,01;2,113
18/02/2022 00.00.00;Maluku Utara;Maluku Utara;447,43;1,42
19/02/2022 00.00.00;Maluku Utara;Maluku Utara;449,127;1,697
20/02/2022 00.00.00;Maluku Utara;Maluku Utara;449,521;0,394
21/02/2022 00.00.00;Maluku Utara;Maluku Utara;451,283;1,762
22/02/2022 00.00.00;Maluku Utara;Maluku Utara;452,83;1,547
23/02/2022 00.00.00;Maluku Utara;Maluku Utara;454,76;1,93
24/02/2022 00.00.00;Maluku Utara;Maluku Utara;457,312;2,552
25/02/2022 00.00.00;Maluku Utara;Maluku Utara;459,984;2,672
26/02/2022 00.00.00;Maluku Utara;Maluku Utara;461,503;1,519
27/02/2022 00.00.00;Maluku Utara;Maluku Utara;462,018;0,515
28/02/2022 00.00.00;Maluku Utara;Maluku Utara;463,576;1,558
01/03/2022 00.00.00;Maluku Utara;Maluku Utara;465,114;1,538
02/03/2022 00.00.00;Maluku Utara;Maluku Utara;466,591;1,477
03/03/2022 00.00.00;Maluku Utara;Maluku Utara;467,169;0,578
04/03/2022 00.00.00;Maluku Utara;Maluku Utara;468,002;0,833
05/03/2022 00.00.00;Maluku Utara;Maluku Utara;468,842;0,84
06/03/2022 00.00.00;Maluku Utara;Maluku Utara;469,059;0,217
07/03/2022 00.00.00;Maluku Utara;Maluku Utara;470,675;1,616
08/03/2022 00.00.00;Maluku Utara;Maluku Utara;472,122;1,447
09/03/2022 00.00.00;Maluku Utara;Maluku Utara;474,362;2,24
10/03/2022 00.00.00;Maluku Utara;Maluku Utara;476,062;1,7
11/03/2022 00.00.00;Maluku Utara;Maluku Utara;476,824;0,762
12/03/2022 00.00.00;Maluku Utara;Maluku Utara;477,991;1,167
13/03/2022 00.00.00;Maluku Utara;Maluku Utara;478,471;0,48
14/03/2022 00.00.00;Maluku Utara;Maluku Utara;480,24;1,769
15/03/2022 00.00.00;Maluku Utara;Maluku Utara;481,898;1,658
16/03/2022 00.00.00;Maluku Utara;Maluku Utara;483,299;1,401
17/03/2022 00.00.00;Maluku Utara;Maluku Utara;485,331;2,032
18/03/2022 00.00.00;Maluku Utara;Maluku Utara;486,305;0,974
19/03/2022 00.00.00;Maluku Utara;Maluku Utara;487,668;1,363
20/03/2022 00.00.00;Maluku Utara;Maluku Utara;487,861;0,193
21/03/2022 00.00.00;Maluku Utara;Maluku Utara;489,509;1,648
22/03/2022 00.00.00;Maluku Utara;Maluku Utara;490,946;1,437
23/03/2022 00.00.00;Maluku Utara;Maluku Utara;492,41;1,464
24/03/2022 00.00.00;Maluku Utara;Maluku Utara;494,075;1,665
25/03/2022 00.00.00;Maluku Utara;Maluku Utara;495,632;1,557
26/03/2022 00.00.00;Maluku Utara;Maluku Utara;497,057;1,425
27/03/2022 00.00.00;Maluku Utara;Maluku Utara;497,461;0,404
28/03/2022 00.00.00;Maluku Utara;Maluku Utara;499,585;2,124
29/03/2022 00.00.00;Maluku Utara;Maluku Utara;501,356;1,771
30/03/2022 00.00.00;Maluku Utara;Maluku Utara;503,228;1,872
31/03/2022 00.00.00;Maluku Utara;Maluku Utara;504,645;1,417
01/04/2022 00.00.00;Maluku Utara;Maluku Utara;505,767;1,122
02/04/2022 00.00.00;Maluku Utara;Maluku Utara;506,487;0,72
03/04/2022 00.00.00;Maluku Utara;Maluku Utara;506,696;0,209
04/04/2022 00.00.00;Maluku Utara;Maluku Utara;507,475;0,779
05/04/2022 00.00.00;Maluku Utara;Maluku Utara;508,457;0,982
06/04/2022 00.00.00;Maluku Utara;Maluku Utara;509,359;0,902
07/04/2022 00.00.00;Maluku Utara;Maluku Utara;510,401;1,042
08/04/2022 00.00.00;Maluku Utara;Maluku Utara;511,42;1,019
09/04/2022 00.00.00;Maluku Utara;Maluku Utara;512,425;1,005
10/04/2022 00.00.00;Maluku Utara;Maluku Utara;512,902;0,477
11/04/2022 00.00.00;Maluku Utara;Maluku Utara;514,006;1,104
12/04/2022 00.00.00;Maluku Utara;Maluku Utara;515,68;1,674
13/04/2022 00.00.00;Maluku Utara;Maluku Utara;517,404;1,724
14/04/2022 00.00.00;Maluku Utara;Maluku Utara;518,778;1,374
15/04/2022 00.00.00;Maluku Utara;Maluku Utara;519,795;1,017
16/04/2022 00.00.00;Maluku Utara;Maluku Utara;521,325;1,53
17/04/2022 00.00.00;Maluku Utara;Maluku Utara;522,234;0,909
18/04/2022 00.00.00;Maluku Utara;Maluku Utara;523,994;1,76
19/04/2022 00.00.00;Maluku Utara;Maluku Utara;525,62;1,626
20/04/2022 00.00.00;Maluku Utara;Maluku Utara;527,828;2,208
21/04/2022 00.00.00;Maluku Utara;Maluku Utara;530,42;2,592
22/04/2022 00.00.00;Maluku Utara;Maluku Utara;532,731;2,311
23/04/2022 00.00.00;Maluku Utara;Maluku Utara;535,012;2,281
24/04/2022 00.00.00;Maluku Utara;Maluku Utara;535,597;0,585
