Tanggal;Prov;Provinsi;Running Sum of divaksin2 (ribu);divaksin2 (ribu)
24/02/2022 00.00.00;Gorontalo;Gorontalo;554,2;3,837
25/02/2022 00.00.00;Gorontalo;Gorontalo;557,351;3,151
26/02/2022 00.00.00;Gorontalo;Gorontalo;559,545;2,194
27/02/2022 00.00.00;Gorontalo;Gorontalo;560,05;0,505
28/02/2022 00.00.00;Gorontalo;Gorontalo;560,765;0,715
01/03/2022 00.00.00;Gorontalo;Gorontalo;562,913;2,148
02/03/2022 00.00.00;Gorontalo;Gorontalo;565,31;2,397
03/03/2022 00.00.00;Gorontalo;Gorontalo;566,024;0,714
04/03/2022 00.00.00;Gorontalo;Gorontalo;568,408;2,384
05/03/2022 00.00.00;Gorontalo;Gorontalo;569,83;1,422
06/03/2022 00.00.00;Gorontalo;Gorontalo;570,105;0,275
07/03/2022 00.00.00;Gorontalo;Gorontalo;571,843;1,738
08/03/2022 00.00.00;Gorontalo;Gorontalo;573,947;2,104
09/03/2022 00.00.00;Gorontalo;Gorontalo;575,968;2,021
10/03/2022 00.00.00;Gorontalo;Gorontalo;578,708;2,74
11/03/2022 00.00.00;Gorontalo;Gorontalo;580,844;2,136
12/03/2022 00.00.00;Gorontalo;Gorontalo;582,133;1,289
13/03/2022 00.00.00;Gorontalo;Gorontalo;582,936;0,803
14/03/2022 00.00.00;Gorontalo;Gorontalo;584,504;1,568
15/03/2022 00.00.00;Gorontalo;Gorontalo;586,622;2,118
16/03/2022 00.00.00;Gorontalo;Gorontalo;588,63;2,008
17/03/2022 00.00.00;Gorontalo;Gorontalo;591,528;2,898
18/03/2022 00.00.00;Gorontalo;Gorontalo;593,452;1,924
19/03/2022 00.00.00;Gorontalo;Gorontalo;594,473;1,021
20/03/2022 00.00.00;Gorontalo;Gorontalo;594,837;0,364
21/03/2022 00.00.00;Gorontalo;Gorontalo;596,132;1,295
22/03/2022 00.00.00;Gorontalo;Gorontalo;597,935;1,803
23/03/2022 00.00.00;Gorontalo;Gorontalo;599,515;1,58
24/03/2022 00.00.00;Gorontalo;Gorontalo;603,223;3,708
25/03/2022 00.00.00;Gorontalo;Gorontalo;604,855;1,632
26/03/2022 00.00.00;Gorontalo;Gorontalo;606,366;1,511
27/03/2022 00.00.00;Gorontalo;Gorontalo;606,751;0,385
28/03/2022 00.00.00;Gorontalo;Gorontalo;608,268;1,517
29/03/2022 00.00.00;Gorontalo;Gorontalo;609,853;1,585
30/03/2022 00.00.00;Gorontalo;Gorontalo;611,705;1,852
31/03/2022 00.00.00;Gorontalo;Gorontalo;614,141;2,436
01/04/2022 00.00.00;Gorontalo;Gorontalo;615,744;1,603
02/04/2022 00.00.00;Gorontalo;Gorontalo;616,689;0,945
03/04/2022 00.00.00;Gorontalo;Gorontalo;616,725;0,036
04/04/2022 00.00.00;Gorontalo;Gorontalo;617,102;0,377
05/04/2022 00.00.00;Gorontalo;Gorontalo;617,758;0,656
06/04/2022 00.00.00;Gorontalo;Gorontalo;618,476;0,718
07/04/2022 00.00.00;Gorontalo;Gorontalo;619,193;0,717
08/04/2022 00.00.00;Gorontalo;Gorontalo;619,965;0,772
09/04/2022 00.00.00;Gorontalo;Gorontalo;620,501;0,536
10/04/2022 00.00.00;Gorontalo;Gorontalo;620,79;0,289
11/04/2022 00.00.00;Gorontalo;Gorontalo;621,386;0,596
12/04/2022 00.00.00;Gorontalo;Gorontalo;622,163;0,777
13/04/2022 00.00.00;Gorontalo;Gorontalo;622,895;0,732
14/04/2022 00.00.00;Gorontalo;Gorontalo;623,857;0,962
15/04/2022 00.00.00;Gorontalo;Gorontalo;624,971;1,114
16/04/2022 00.00.00;Gorontalo;Gorontalo;625,731;0,76
17/04/2022 00.00.00;Gorontalo;Gorontalo;626,283;0,552
18/04/2022 00.00.00;Gorontalo;Gorontalo;627,254;0,971
19/04/2022 00.00.00;Gorontalo;Gorontalo;628,475;1,221
20/04/2022 00.00.00;Gorontalo;Gorontalo;629,565;1,09
21/04/2022 00.00.00;Gorontalo;Gorontalo;630,818;1,253
22/04/2022 00.00.00;Gorontalo;Gorontalo;631,711;0,893
23/04/2022 00.00.00;Gorontalo;Gorontalo;632,157;0,446
24/04/2022 00.00.00;Gorontalo;Gorontalo;632,336;0,179
25/04/2022 00.00.00;Gorontalo;Gorontalo;632,831;0,495
26/04/2022 00.00.00;Gorontalo;Gorontalo;633,348;0,517
27/04/2022 00.00.00;Gorontalo;Gorontalo;633,832;0,484
28/04/2022 00.00.00;Gorontalo;Gorontalo;634,075;0,243
29/04/2022 00.00.00;Gorontalo;Gorontalo;634,12;0,045
30/04/2022 00.00.00;Gorontalo;Gorontalo;634,193;0,073
01/05/2022 00.00.00;Gorontalo;Gorontalo;634,216;0,023
02/05/2022 00.00.00;Gorontalo;Gorontalo;634,225;0,009
03/05/2022 00.00.00;Gorontalo;Gorontalo;634,259;0,034
04/05/2022 00.00.00;Gorontalo;Gorontalo;634,294;0,035
05/05/2022 00.00.00;Gorontalo;Gorontalo;634,355;0,061
06/05/2022 00.00.00;Gorontalo;Gorontalo;634,406;0,051
07/05/2022 00.00.00;Gorontalo;Gorontalo;634,449;0,043
08/05/2022 00.00.00;Gorontalo;Gorontalo;634,474;0,025
09/05/2022 00.00.00;Gorontalo;Gorontalo;634,537;0,063
10/05/2022 00.00.00;Gorontalo;Gorontalo;634,681;0,144
11/05/2022 00.00.00;Gorontalo;Gorontalo;634,881;0,2
12/05/2022 00.00.00;Gorontalo;Gorontalo;635,161;0,28
13/05/2022 00.00.00;Gorontalo;Gorontalo;635,42;0,259
14/05/2022 00.00.00;Gorontalo;Gorontalo;635,653;0,233
15/05/2022 00.00.00;Gorontalo;Gorontalo;635,67;0,017
16/05/2022 00.00.00;Gorontalo;Gorontalo;635,71;0,04
17/05/2022 00.00.00;Gorontalo;Gorontalo;636,127;0,417
18/05/2022 00.00.00;Gorontalo;Gorontalo;636,558;0,431
19/05/2022 00.00.00;Gorontalo;Gorontalo;636,892;0,334
20/05/2022 00.00.00;Gorontalo;Gorontalo;637,227;0,335
21/05/2022 00.00.00;Gorontalo;Gorontalo;637,39;0,163
22/05/2022 00.00.00;Gorontalo;Gorontalo;637,427;0,037
23/05/2022 00.00.00;Gorontalo;Gorontalo;637,722;0,295
24/05/2022 00.00.00;Gorontalo;Gorontalo;637,951;0,229
25/05/2022 00.00.00;Gorontalo;Gorontalo;638,337;0,386
26/05/2022 00.00.00;Gorontalo;Gorontalo;638,394;0,057
27/05/2022 00.00.00;Gorontalo;Gorontalo;638,717;0,323
28/05/2022 00.00.00;Gorontalo;Gorontalo;638,811;0,094
29/05/2022 00.00.00;Gorontalo;Gorontalo;638,823;0,012
30/05/2022 00.00.00;Gorontalo;Gorontalo;638,946;0,123
31/05/2022 00.00.00;Gorontalo;Gorontalo;639,190000000;0,244
01/06/2022 00.00.00;Gorontalo;Gorontalo;639,215;0,025
02/06/2022 00.00.00;Gorontalo;Gorontalo;639,342;0,127
03/06/2022 00.00.00;Gorontalo;Gorontalo;639,481;0,139
04/06/2022 00.00.00;Gorontalo;Gorontalo;639,595;0,114
05/06/2022 00.00.00;Gorontalo;Gorontalo;639,599000000;0,004
06/06/2022 00.00.00;Gorontalo;Gorontalo;639,749;0,15
07/06/2022 00.00.00;Gorontalo;Gorontalo;639,983000000;0,234
08/06/2022 00.00.00;Gorontalo;Gorontalo;640,304000000;0,321
09/06/2022 00.00.00;Gorontalo;Gorontalo;640,521000000;0,217
10/06/2022 00.00.00;Gorontalo;Gorontalo;640,663000000;0,142
11/06/2022 00.00.00;Gorontalo;Gorontalo;640,748000000;0,085
12/06/2022 00.00.00;Gorontalo;Gorontalo;640,781000000;0,033
13/06/2022 00.00.00;Gorontalo;Gorontalo;640,922000000;0,141
14/06/2022 00.00.00;Gorontalo;Gorontalo;641,089000000;0,167
15/06/2022 00.00.00;Gorontalo;Gorontalo;641,306000000;0,217
16/06/2022 00.00.00;Gorontalo;Gorontalo;641,429000000;0,123
17/06/2022 00.00.00;Gorontalo;Gorontalo;641,835000000;0,406
18/06/2022 00.00.00;Gorontalo;Gorontalo;641,945000000;0,11
19/06/2022 00.00.00;Gorontalo;Gorontalo;641,963000000;0,018
20/06/2022 00.00.00;Gorontalo;Gorontalo;642,142000000;0,179
21/06/2022 00.00.00;Gorontalo;Gorontalo;642,419000000;0,277
22/06/2022 00.00.00;Gorontalo;Gorontalo;642,630000000;0,211
23/06/2022 00.00.00;Gorontalo;Gorontalo;642,830000000;0,2
24/06/2022 00.00.00;Gorontalo;Gorontalo;642,980000000;0,15
25/06/2022 00.00.00;Gorontalo;Gorontalo;643,056000000;0,076
26/06/2022 00.00.00;Gorontalo;Gorontalo;643,065000000;0,009
27/06/2022 00.00.00;Gorontalo;Gorontalo;643,208000000;0,143
28/06/2022 00.00.00;Gorontalo;Gorontalo;643,348000000;0,14
29/06/2022 00.00.00;Gorontalo;Gorontalo;643,483000000;0,135
30/06/2022 00.00.00;Gorontalo;Gorontalo;643,581000000;0,098
01/07/2022 00.00.00;Gorontalo;Gorontalo;643,658000000;0,077
02/07/2022 00.00.00;Gorontalo;Gorontalo;643,735000000;0,077
03/07/2022 00.00.00;Gorontalo;Gorontalo;643,736000000;0,001
04/07/2022 00.00.00;Gorontalo;Gorontalo;643,802000000;0,066
05/07/2022 00.00.00;Gorontalo;Gorontalo;643,888000000;0,086
06/07/2022 00.00.00;Gorontalo;Gorontalo;643,951000000;0,063
07/07/2022 00.00.00;Gorontalo;Gorontalo;644,047000000;0,096
08/07/2022 00.00.00;Gorontalo;Gorontalo;644,167000000;0,12
09/07/2022 00.00.00;Gorontalo;Gorontalo;644,172000000;0,005
10/07/2022 00.00.00;Gorontalo;Gorontalo;644,176000000;0,004
11/07/2022 00.00.00;Gorontalo;Gorontalo;644,235000000;0,059
12/07/2022 00.00.00;Gorontalo;Gorontalo;644,338000000;0,103
13/07/2022 00.00.00;Gorontalo;Gorontalo;644,449000000;0,111
14/07/2022 00.00.00;Gorontalo;Gorontalo;644,553000000;0,104
15/07/2022 00.00.00;Gorontalo;Gorontalo;644,620000000;0,067
16/07/2022 00.00.00;Gorontalo;Gorontalo;644,668000000;0,048
17/07/2022 00.00.00;Gorontalo;Gorontalo;644,672000000;0,004
18/07/2022 00.00.00;Gorontalo;Gorontalo;644,742000000;0,07
19/07/2022 00.00.00;Gorontalo;Gorontalo;645,786000000;1,044
20/07/2022 00.00.00;Gorontalo;Gorontalo;645,924000000;0,138
21/07/2022 00.00.00;Gorontalo;Gorontalo;646,074000000;0,15
22/07/2022 00.00.00;Gorontalo;Gorontalo;646,188000000;0,114
23/07/2022 00.00.00;Gorontalo;Gorontalo;646,223000000;0,035
24/07/2022 00.00.00;Gorontalo;Gorontalo;646,226000000;0,003
25/07/2022 00.00.00;Gorontalo;Gorontalo;646,334000000;0,108
26/07/2022 00.00.00;Gorontalo;Gorontalo;646,428000000;0,094
27/07/2022 00.00.00;Gorontalo;Gorontalo;646,501000000;0,073
28/07/2022 00.00.00;Gorontalo;Gorontalo;646,647000000;0,146
29/07/2022 00.00.00;Gorontalo;Gorontalo;646,704000000;0,057
30/07/2022 00.00.00;Gorontalo;Gorontalo;646,718000000;0,014
31/07/2022 00.00.00;Gorontalo;Gorontalo;646,719000000;0,001
01/08/2022 00.00.00;Gorontalo;Gorontalo;646,770000000;0,051
02/08/2022 00.00.00;Gorontalo;Gorontalo;646,811000000;0,041
03/08/2022 00.00.00;Gorontalo;Gorontalo;646,883000000;0,072
04/08/2022 00.00.00;Gorontalo;Gorontalo;646,961000000;0,078
05/08/2022 00.00.00;Gorontalo;Gorontalo;647,000000000;0,039
06/08/2022 00.00.00;Gorontalo;Gorontalo;647,011000000;0,011
07/08/2022 00.00.00;Gorontalo;Gorontalo;647,012000000;0,001
08/08/2022 00.00.00;Gorontalo;Gorontalo;647,065000000;0,053
09/08/2022 00.00.00;Gorontalo;Gorontalo;648,018000000;0,953
10/08/2022 00.00.00;Gorontalo;Gorontalo;648,083000000;0,065
11/08/2022 00.00.00;Gorontalo;Gorontalo;648,346000000;0,263
12/08/2022 00.00.00;Gorontalo;Gorontalo;648,383000000;0,037
13/08/2022 00.00.00;Gorontalo;Gorontalo;648,402000000;0,019
14/08/2022 00.00.00;Gorontalo;Gorontalo;648,404000000;0,002
15/08/2022 00.00.00;Gorontalo;Gorontalo;648,471000000;0,067
16/08/2022 00.00.00;Gorontalo;Gorontalo;648,530000000;0,059
17/08/2022 00.00.00;Gorontalo;Gorontalo;648,536000000;0,006
18/08/2022 00.00.00;Gorontalo;Gorontalo;648,582000000;0,046
19/08/2022 00.00.00;Gorontalo;Gorontalo;648,615000000;0,033
20/08/2022 00.00.00;Gorontalo;Gorontalo;648,646000000;0,031
21/08/2022 00.00.00;Gorontalo;Gorontalo;648,647000000;0,001
22/08/2022 00.00.00;Gorontalo;Gorontalo;648,706000000;0,059
23/08/2022 00.00.00;Gorontalo;Gorontalo;648,748000000;0,042
24/08/2022 00.00.00;Gorontalo;Gorontalo;648,790000000;0,042
25/08/2022 00.00.00;Gorontalo;Gorontalo;648,861000000;0,071
26/08/2022 00.00.00;Gorontalo;Gorontalo;648,909000000;0,048
27/08/2022 00.00.00;Gorontalo;Gorontalo;648,946000000;0,037
28/08/2022 00.00.00;Gorontalo;Gorontalo;648,948000000;0,002
29/08/2022 00.00.00;Gorontalo;Gorontalo;649,002000000;0,054
30/08/2022 00.00.00;Gorontalo;Gorontalo;649,051000000;0,049
31/08/2022 00.00.00;Gorontalo;Gorontalo;649,094000000;0,043
01/09/2022 00.00.00;Gorontalo;Gorontalo;649,120000000;0,026
02/09/2022 00.00.00;Gorontalo;Gorontalo;649,149000000;0,029
03/09/2022 00.00.00;Gorontalo;Gorontalo;649,166000000;0,017
04/09/2022 00.00.00;Gorontalo;Gorontalo;649,167000000;0,001
05/09/2022 00.00.00;Gorontalo;Gorontalo;649,204000000;0,037
06/09/2022 00.00.00;Gorontalo;Gorontalo;649,943000000;0,739
07/09/2022 00.00.00;Gorontalo;Gorontalo;649,981000000;0,038
08/09/2022 00.00.00;Gorontalo;Gorontalo;650,011000000;0,03
09/09/2022 00.00.00;Gorontalo;Gorontalo;650,063000000;0,052
10/09/2022 00.00.00;Gorontalo;Gorontalo;650,101000000;0,038
11/09/2022 00.00.00;Gorontalo;Gorontalo;650,130000000;0,029
12/09/2022 00.00.00;Gorontalo;Gorontalo;650,166000000;0,036
13/09/2022 00.00.00;Gorontalo;Gorontalo;650,213000000;0,047
14/09/2022 00.00.00;Gorontalo;Gorontalo;650,250000000;0,037
15/09/2022 00.00.00;Gorontalo;Gorontalo;650,338000000;0,088
16/09/2022 00.00.00;Gorontalo;Gorontalo;650,383000000;0,045
17/09/2022 00.00.00;Gorontalo;Gorontalo;650,411000000;0,028
18/09/2022 00.00.00;Gorontalo;Gorontalo;650,417000000;0,006
19/09/2022 00.00.00;Gorontalo;Gorontalo;650,441000000;0,024
20/09/2022 00.00.00;Gorontalo;Gorontalo;650,463000000;0,022
21/09/2022 00.00.00;Gorontalo;Gorontalo;650,497000000;0,034
22/09/2022 00.00.00;Gorontalo;Gorontalo;650,529000000;0,032
23/09/2022 00.00.00;Gorontalo;Gorontalo;650,565000000;0,036
24/09/2022 00.00.00;Gorontalo;Gorontalo;650,591000000;0,026
25/09/2022 00.00.00;Gorontalo;Gorontalo;650,595000000;0,004
26/09/2022 00.00.00;Gorontalo;Gorontalo;650,625000000;0,03
27/09/2022 00.00.00;Gorontalo;Gorontalo;650,657000000;0,032
28/09/2022 00.00.00;Gorontalo;Gorontalo;650,682000000;0,025
29/09/2022 00.00.00;Gorontalo;Gorontalo;650,707000000;0,025
30/09/2022 00.00.00;Gorontalo;Gorontalo;650,726000000;0,019
01/10/2022 00.00.00;Gorontalo;Gorontalo;650,736000000;0,01
02/10/2022 00.00.00;Gorontalo;Gorontalo;650,736000000;0
03/10/2022 00.00.00;Gorontalo;Gorontalo;650,754000000;0,018
04/10/2022 00.00.00;Gorontalo;Gorontalo;650,790000000;0,036
05/10/2022 00.00.00;Gorontalo;Gorontalo;650,807000000;0,017
06/10/2022 00.00.00;Gorontalo;Gorontalo;650,828000000;0,021
07/10/2022 00.00.00;Gorontalo;Gorontalo;650,859000000;0,031
08/10/2022 00.00.00;Gorontalo;Gorontalo;650,864000000;0,005
09/10/2022 00.00.00;Gorontalo;Gorontalo;650,864000000;0
10/10/2022 00.00.00;Gorontalo;Gorontalo;650,885000000;0,021
11/10/2022 00.00.00;Gorontalo;Gorontalo;650,912000000;0,027
12/10/2022 00.00.00;Gorontalo;Gorontalo;650,937000000;0,025
13/10/2022 00.00.00;Gorontalo;Gorontalo;650,954000000;0,017
14/10/2022 00.00.00;Gorontalo;Gorontalo;650,980000000;0,026
15/10/2022 00.00.00;Gorontalo;Gorontalo;651,005000000;0,025
16/10/2022 00.00.00;Gorontalo;Gorontalo;651,005000000;0
17/10/2022 00.00.00;Gorontalo;Gorontalo;651,039000000;0,034
18/10/2022 00.00.00;Gorontalo;Gorontalo;651,059000000;0,02
19/10/2022 00.00.00;Gorontalo;Gorontalo;651,092000000;0,033
20/10/2022 00.00.00;Gorontalo;Gorontalo;651,119000000;0,027
21/10/2022 00.00.00;Gorontalo;Gorontalo;651,138000000;0,019
22/10/2022 00.00.00;Gorontalo;Gorontalo;651,145000000;0,007
23/10/2022 00.00.00;Gorontalo;Gorontalo;651,148000000;0,003
24/10/2022 00.00.00;Gorontalo;Gorontalo;651,171000000;0,023
25/10/2022 00.00.00;Gorontalo;Gorontalo;651,185000000;0,014
26/10/2022 00.00.00;Gorontalo;Gorontalo;651,202000000;0,017
27/10/2022 00.00.00;Gorontalo;Gorontalo;651,214000000;0,012
28/10/2022 00.00.00;Gorontalo;Gorontalo;651,239000000;0,025
29/10/2022 00.00.00;Gorontalo;Gorontalo;651,247000000;0,008
30/10/2022 00.00.00;Gorontalo;Gorontalo;651,247000000;0
31/10/2022 00.00.00;Gorontalo;Gorontalo;651,272000000;0,025
01/11/2022 00.00.00;Gorontalo;Gorontalo;651,288000000;0,016
02/11/2022 00.00.00;Gorontalo;Gorontalo;651,300000000;0,012
13/01/2021 00.00.00;Dki Jakarta;Dki Jakarta;0;0
14/01/2021 00.00.00;Dki Jakarta;Dki Jakarta;0;0
15/01/2021 00.00.00;Dki Jakarta;Dki Jakarta;0;0
16/01/2021 00.00.00;Dki Jakarta;Dki Jakarta;0;0
17/01/2021 00.00.00;Dki Jakarta;Dki Jakarta;0;0
18/01/2021 00.00.00;Dki Jakarta;Dki Jakarta;0;0
19/01/2021 00.00.00;Dki Jakarta;Dki Jakarta;0,004;0,004
20/01/2021 00.00.00;Dki Jakarta;Dki Jakarta;0,005;0,001
21/01/2021 00.00.00;Dki Jakarta;Dki Jakarta;0,006;0,001
22/01/2021 00.00.00;Dki Jakarta;Dki Jakarta;0,01;0,004
23/01/2021 00.00.00;Dki Jakarta;Dki Jakarta;0,01;0
24/01/2021 00.00.00;Dki Jakarta;Dki Jakarta;0,01;0
25/01/2021 00.00.00;Dki Jakarta;Dki Jakarta;0,011;0,001
26/01/2021 00.00.00;Dki Jakarta;Dki Jakarta;0,011;0
27/01/2021 00.00.00;Dki Jakarta;Dki Jakarta;0,073;0,062
28/01/2021 00.00.00;Dki Jakarta;Dki Jakarta;2,486;2,413
29/01/2021 00.00.00;Dki Jakarta;Dki Jakarta;6,432;3,946
30/01/2021 00.00.00;Dki Jakarta;Dki Jakarta;7,116;0,684
31/01/2021 00.00.00;Dki Jakarta;Dki Jakarta;7,173;0,057
01/02/2021 00.00.00;Dki Jakarta;Dki Jakarta;11,195;4,022
02/02/2021 00.00.00;Dki Jakarta;Dki Jakarta;14,7;3,505
03/02/2021 00.00.00;Dki Jakarta;Dki Jakarta;18,461;3,761
04/02/2021 00.00.00;Dki Jakarta;Dki Jakarta;24,213;5,752
05/02/2021 00.00.00;Dki Jakarta;Dki Jakarta;30,62;6,407
06/02/2021 00.00.00;Dki Jakarta;Dki Jakarta;32,184;1,564
07/02/2021 00.00.00;Dki Jakarta;Dki Jakarta;32,242;0,058
08/02/2021 00.00.00;Dki Jakarta;Dki Jakarta;36,768;4,526
09/02/2021 00.00.00;Dki Jakarta;Dki Jakarta;40,935;4,167
10/02/2021 00.00.00;Dki Jakarta;Dki Jakarta;45,284;4,349
11/02/2021 00.00.00;Dki Jakarta;Dki Jakarta;50,304;5,02
12/02/2021 00.00.00;Dki Jakarta;Dki Jakarta;50,616;0,312
13/02/2021 00.00.00;Dki Jakarta;Dki Jakarta;52,038;1,422
14/02/2021 00.00.00;Dki Jakarta;Dki Jakarta;52,475;0,437
15/02/2021 00.00.00;Dki Jakarta;Dki Jakarta;58,429;5,954
16/02/2021 00.00.00;Dki Jakarta;Dki Jakarta;62,797;4,368
17/02/2021 00.00.00;Dki Jakarta;Dki Jakarta;66,313;3,516
18/02/2021 00.00.00;Dki Jakarta;Dki Jakarta;71,773;5,46
19/02/2021 00.00.00;Dki Jakarta;Dki Jakarta;75,939;4,166
20/02/2021 00.00.00;Dki Jakarta;Dki Jakarta;76,576;0,637
21/02/2021 00.00.00;Dki Jakarta;Dki Jakarta;77,782;1,206
22/02/2021 00.00.00;Dki Jakarta;Dki Jakarta;82,562;4,78
23/02/2021 00.00.00;Dki Jakarta;Dki Jakarta;85,795;3,233
24/02/2021 00.00.00;Dki Jakarta;Dki Jakarta;88,584;2,789
25/02/2021 00.00.00;Dki Jakarta;Dki Jakarta;91,584;3
26/02/2021 00.00.00;Dki Jakarta;Dki Jakarta;92,532;0,948
27/02/2021 00.00.00;Dki Jakarta;Dki Jakarta;92,922;0,39
28/02/2021 00.00.00;Dki Jakarta;Dki Jakarta;93,099;0,177
01/03/2021 00.00.00;Dki Jakarta;Dki Jakarta;94,527;1,428
02/03/2021 00.00.00;Dki Jakarta;Dki Jakarta;95,776;1,249
03/03/2021 00.00.00;Dki Jakarta;Dki Jakarta;97,912;2,136
04/03/2021 00.00.00;Dki Jakarta;Dki Jakarta;99,96;2,048
05/03/2021 00.00.00;Dki Jakarta;Dki Jakarta;102,411;2,451
06/03/2021 00.00.00;Dki Jakarta;Dki Jakarta;103,645;1,234
07/03/2021 00.00.00;Dki Jakarta;Dki Jakarta;103,679;0,034
08/03/2021 00.00.00;Dki Jakarta;Dki Jakarta;108,053;4,374
09/03/2021 00.00.00;Dki Jakarta;Dki Jakarta;113,584;5,531
10/03/2021 00.00.00;Dki Jakarta;Dki Jakarta;120,092;6,508
11/03/2021 00.00.00;Dki Jakarta;Dki Jakarta;120,425;0,333
12/03/2021 00.00.00;Dki Jakarta;Dki Jakarta;124,943;4,518
13/03/2021 00.00.00;Dki Jakarta;Dki Jakarta;125,27;0,327
14/03/2021 00.00.00;Dki Jakarta;Dki Jakarta;125,331;0,061
15/03/2021 00.00.00;Dki Jakarta;Dki Jakarta;135,174;9,843000000
16/03/2021 00.00.00;Dki Jakarta;Dki Jakarta;150,714;15,54
17/03/2021 00.00.00;Dki Jakarta;Dki Jakarta;171,666;20,952
18/03/2021 00.00.00;Dki Jakarta;Dki Jakarta;192,536;20,87
19/03/2021 00.00.00;Dki Jakarta;Dki Jakarta;211,968;19,432
20/03/2021 00.00.00;Dki Jakarta;Dki Jakarta;216,087;4,119
21/03/2021 00.00.00;Dki Jakarta;Dki Jakarta;217,132;1,045
22/03/2021 00.00.00;Dki Jakarta;Dki Jakarta;242,804;25,672
23/03/2021 00.00.00;Dki Jakarta;Dki Jakarta;273,386;30,582
24/03/2021 00.00.00;Dki Jakarta;Dki Jakarta;309,132;35,746
25/03/2021 00.00.00;Dki Jakarta;Dki Jakarta;326,324;17,192
26/03/2021 00.00.00;Dki Jakarta;Dki Jakarta;358,797;32,473
27/03/2021 00.00.00;Dki Jakarta;Dki Jakarta;367,099;8,302
28/03/2021 00.00.00;Dki Jakarta;Dki Jakarta;369,101;2,002
29/03/2021 00.00.00;Dki Jakarta;Dki Jakarta;404,375;35,274
30/03/2021 00.00.00;Dki Jakarta;Dki Jakarta;442,831;38,456
31/03/2021 00.00.00;Dki Jakarta;Dki Jakarta;477,629;34,798
01/04/2021 00.00.00;Dki Jakarta;Dki Jakarta;505,372;27,743
02/04/2021 00.00.00;Dki Jakarta;Dki Jakarta;506,952;1,58
03/04/2021 00.00.00;Dki Jakarta;Dki Jakarta;513,186;6,234
04/04/2021 00.00.00;Dki Jakarta;Dki Jakarta;517,223;4,037
05/04/2021 00.00.00;Dki Jakarta;Dki Jakarta;562,866;45,643
06/04/2021 00.00.00;Dki Jakarta;Dki Jakarta;601,784;38,918
07/04/2021 00.00.00;Dki Jakarta;Dki Jakarta;643,311;41,527
08/04/2021 00.00.00;Dki Jakarta;Dki Jakarta;665,533;22,222
09/04/2021 00.00.00;Dki Jakarta;Dki Jakarta;698,833;33,3
10/04/2021 00.00.00;Dki Jakarta;Dki Jakarta;709,41;10,577
11/04/2021 00.00.00;Dki Jakarta;Dki Jakarta;719,292;9,882
12/04/2021 00.00.00;Dki Jakarta;Dki Jakarta;751,975;32,683
13/04/2021 00.00.00;Dki Jakarta;Dki Jakarta;772,444;20,469
14/04/2021 00.00.00;Dki Jakarta;Dki Jakarta;807,215;34,771
15/04/2021 00.00.00;Dki Jakarta;Dki Jakarta;837,952;30,737
16/04/2021 00.00.00;Dki Jakarta;Dki Jakarta;864,76;26,808
17/04/2021 00.00.00;Dki Jakarta;Dki Jakarta;873,161;8,401
18/04/2021 00.00.00;Dki Jakarta;Dki Jakarta;881,43;8,269
19/04/2021 00.00.00;Dki Jakarta;Dki Jakarta;919,074;37,644
20/04/2021 00.00.00;Dki Jakarta;Dki Jakarta;953,33;34,256
21/04/2021 00.00.00;Dki Jakarta;Dki Jakarta;986,727;33,397
22/04/2021 00.00.00;Dki Jakarta;Dki Jakarta;1021,648;34,921
23/04/2021 00.00.00;Dki Jakarta;Dki Jakarta;1054,567;32,919
24/04/2021 00.00.00;Dki Jakarta;Dki Jakarta;1072,59;18,023
25/04/2021 00.00.00;Dki Jakarta;Dki Jakarta;1084,997;12,407
26/04/2021 00.00.00;Dki Jakarta;Dki Jakarta;1130,501;45,504
27/04/2021 00.00.00;Dki Jakarta;Dki Jakarta;1168,895;38,394
28/04/2021 00.00.00;Dki Jakarta;Dki Jakarta;1209,511;40,616
29/04/2021 00.00.00;Dki Jakarta;Dki Jakarta;1241,672;32,161
30/04/2021 00.00.00;Dki Jakarta;Dki Jakarta;1258,892;17,22
01/05/2021 00.00.00;Dki Jakarta;Dki Jakarta;1272,728;13,836
02/05/2021 00.00.00;Dki Jakarta;Dki Jakarta;1284,532;11,804
03/05/2021 00.00.00;Dki Jakarta;Dki Jakarta;1315,059;30,527
04/05/2021 00.00.00;Dki Jakarta;Dki Jakarta;1342,342;27,283
05/05/2021 00.00.00;Dki Jakarta;Dki Jakarta;1368,447;26,105
06/05/2021 00.00.00;Dki Jakarta;Dki Jakarta;1396,135;27,688
07/05/2021 00.00.00;Dki Jakarta;Dki Jakarta;1424,031;27,896
08/05/2021 00.00.00;Dki Jakarta;Dki Jakarta;1434,664;10,633
09/05/2021 00.00.00;Dki Jakarta;Dki Jakarta;1444,608;9,944
10/05/2021 00.00.00;Dki Jakarta;Dki Jakarta;1475,466;30,858
11/05/2021 00.00.00;Dki Jakarta;Dki Jakarta;1491,301;15,835
12/05/2021 00.00.00;Dki Jakarta;Dki Jakarta;1499,223;7,922
13/05/2021 00.00.00;Dki Jakarta;Dki Jakarta;1499,52;0,297
14/05/2021 00.00.00;Dki Jakarta;Dki Jakarta;1499,849;0,329
15/05/2021 00.00.00;Dki Jakarta;Dki Jakarta;1505,42;5,571
16/05/2021 00.00.00;Dki Jakarta;Dki Jakarta;1509,243;3,823
